id,feedback,tag,label
15330,Skuteri götürəndə kimsə qesten sağ sükanına palcıq yazmışdı,,technical_support
15331,səbəti boşdur səs verir,,technical_support
15332,"it was impossible to lock the bike because the lock was interrupted by bike's beams, thankfully I managed to fix it but I lost 2 minutes of balance because of it",,customer_support
15333,Velosiped sönmür dayanacaüdada dayanır pul gedir eləcə. Buna bir çarə tapın. İndi nə edək????,Gears/transmission,customer_support
15334,cox zor idi,,other
15335,Pedal sallanır sıxılmalıdı,Pedals,technical_support
15336,i don't understand,,other
15337,Çalışmıyor aktif olmasına ragmen,Electrical system,technical_support
15338,Rulavoy dağılıb \nVilka əyilib \nŞatun əyilib \nArxa tormuz nasaz,Other,technical_support
15339,"əyləc sistemi işləmir ,parklanma çox vaxt aldı",,technical_support
15340,skuter azdır,,other
15341,yenidən açılmır yeniden aktiv olsun,,technical_support
15342,не крутится,Chain,technical_support
15343,кпп по минимуму еле ползёт легче будет пешком дойти,,technical_support
15344,Velosan qeribe takkıltı səsi gəlir,,technical_support
15345,Left pedal is faulty,,technical_support
15346,Arxa Təkər Cırılıb,Other,technical_support
15347,Seat cant be adjusted,Other,technical_support
15348,please add more parking spots around the city!,,other
15349,Əyləci işləmir. Təcili bərpa olunmalıdır. Yoxsa ciddi problem yaradacaq birinəradar,,technical_support
15350,START50,,other
15351,şəhərdə mikromobillik bərbad səviyyədədir ama sluter yaxşıdı,,other
15352,sürətlər qutusu və tormoz,,technical_support
15353,Mənde kartda 25manat pul var idi bibioğlumda isə 8manat mennen 22manat yeyib bibioğlumda 8manat bu ne demeydi şikayət edək sizi?,Other,customer_support
15354,baş tutmadı,,other
15355,Skuterin rulu ilə təkəri arasında simmetrik səhvlik var. problemdir,,technical_support
15356,идеальный велосипед 🚲,,other
15357,povorot ujas,,technical_support
15358,Getməli oldum bağlaya bilmedim,Dirty,customer_support
15359,Arxa tekerin boltu yoxdu,Other,technical_support
15360,Сломана корзина,Vandalism,technical_support
15361,Шины скользят,,technical_support
15362,Как это убрать?,Brakes,other
15363,mən bezdim sizin velosipetlərin kilidinin açılmamağından,,technical_support
15364,Əyləv,,technical_support
15365,Scooter təmir olunmalıdır vilka tərpənir,Vandalism,technical_support
15366,Çox səs edir arxada boşluq var,Other,technical_support
15367,oturacaqları çox sərtdir biraz düzəliş olsa əla olar,,other
15368,Oturacaq nasazdı,Handlebar,technical_support
15369,"arxa tormoz xarabdı, ilişir",,technical_support
15370,pedal xarabdi xart xurt sesler gelir ilisir,,technical_support
15371,tormoz yaxşı deyil sesde gəlir,,technical_support
15372,ВЕЛОСИПЕД СЛОМАННЫЙ,,technical_support
15373,buda iwlemir,,technical_support
15374,Suret oturucusu xarab anbara,Other,technical_support
15375,Zəncir səs edir,Chain,technical_support
15376,əyləc yoxdur qırıblar,,technical_support
15377,"Anlamadim, dost elave etdikde pul chixirdi??",,customer_support
15378,"Oturacaqda problem var idi. Fixed deyildi, birbalaca saga sola gedirdi",,technical_support
15379,it is sad that we can't pay for packages with bonus,,other
15380,Şinlər yeyilib kimi gəldi. Əyləcdə zəif idi,,technical_support
15381,parking zonaların artırın zehmet olmasa,,other
15382,"Men kukla teatrından Ağ şəhər getmək istəyirdim, təəssüf ki Park bulvar yanında zolaq bitdi, nədə üzü dəniz mall tərəfə gedə bilmədim çünki Aznenftdən o tərəfə zolaq tapmadım",,other
15383,Charging ə qoyanda baterinin kilidi acilmir\nBaterini cixartmaq olmur,Battery,technical_support
15384,Arxa teker cixib. FYI. nasazdir,,technical_support
15385,park yerleri hamisi doludu,,other
15386,awesomeeeee,,other
15387,Watunun boltu yoxdur,Other,technical_support
15388,50 endirimle 1.69?,Firmware,customer_support
15389,Uwag xestelendi vacib eve gedesi olduq,Other,other
15390,Əl tutacaq rezini və sürət ötürücüsü,Handlebar,technical_support
15391,süspansiyon taş gibi,,technical_support
15392,SDUnun qabağına da gəlsin,,other
15393,ela idi,,other
15394,pedal sınıb,,technical_support
15395,Sol şatun sarvat,Pedals,technical_support
15396,sidenni xarabdı,,technical_support
15397,он не работает,,technical_support
15398,artiq pul yazildi,,customer_support
15399,zibil var idi,,technical_support
15400,sidenya çox berkdi,,technical_support
15401,very hard to drive,,technical_support
15402,işlemir!!!,,technical_support
15403,sürəti keçirtmir,,technical_support
15404,ləğv etmık alınmadı,,customer_support
15405,çox pis skoros işləmir.,,technical_support
15406,sükan çox əyri,,technical_support
15407,çəkmir elektrik motor,,technical_support
15408,suret kecirici nasaz,,technical_support
15409,Sönmür ekranı,Display,customer_support
15410,sepi çıxdı,,technical_support
15411,Pedali xarab oldu,,technical_support
15412,velosipedin sol pedalını əyiblər.,,technical_support
15413,"Arxa əyləc işləmir, buraxanda boşalmır, pedalı ilişdirir",Brakes,technical_support
15414,ПРОБЛЕМААААААА,,other
15415,guzel,,other
15416,çox pul tutursuz,,customer_support
15417,Samokatin zinqrovu ishdemirdi,Other,technical_support
15418,Mator işləmir anbara.,Motor,technical_support
15419,zolaqlarda avtomobil parklanmaları coxdu zolaq yararsız haldadı gorunması,,other
15420,"on təkərdən səs çıxır, və sürətin üzü(örtüyü) yoxdur",,technical_support
15421,əyləc Zəifdi,,technical_support
15422,sürülmürdü,,technical_support
15423,pxkimi,,other
15424,abunəliyim var niyə pul tutulur?,,customer_support
15425,крепление для сидения плохо работает,,technical_support
15426,Velosipedin oturacağının tənzimlənməsi mexanizmi yoxdur,,technical_support
15427,oturacaq sıxan da qırılıb,Other,technical_support
15428,Sep yixdu,Other,technical_support
15429,hele de blokdayıdı,,customer_support
15430,Velosuped acilmir,Electrical system,technical_support
15431,pedalın biri işləmir,,technical_support
15432,"Krılo dəmiri, rulavoy",Other,technical_support
15433,Çox pis səs çıxardır bilmirəm nədir,Other,technical_support
15434,işləmədi sürə bilmədik,,technical_support
15435,bahadir taksiyle eyni qiymetdir,,other
15436,сидение не поднимается.. :/,,technical_support
15437,velosipedin elektriki işləmir və sağa çəkir,,technical_support
15438,əla təssürat idi mənim üçün,,other
15439,Kilidi eyridi,Other,technical_support
15440,great 👍,,other
15441,i have subscription,,other
15442,şəhərdəki ən möhtəşəm şey “apar” ola bilər,,other
15443,10029 anbara getmelidi,Vandalism,technical_support
15444,"не смог отрегулировать кресло, сиденье зажато",,technical_support
15445,Trosları qırıblar,Other,technical_support
15446,işığı yanmır,,technical_support
15447,it's with however app keeps saying that it's not near you. Moreover 2nd gear is bot working,,technical_support
15448,hard to ride,,other
15449,ü,,other
15450,dik qalxanda elektikin gucu çatmır və pedallar çox ağırlaşır,,technical_support
15451,go etdikdə hərəkətlənmir,,technical_support
15452,Mende korparativ hesabdı lakin 1 defe açdım ikincide deyir balans yoxdur,Other,customer_support
15453,"Səbət sınıb, fara yoxdur.",,technical_support
15454,3 передача барахлит,,technical_support
15455,applikasiya bərbad çalışıtır. neçə dəqiqə park yerinin yanında durdum ki lokasiya uyğunlaşsın. dayanmadan xəta verirdi,,customer_support
15456,sürüş mümkün olmadı,,customer_support
15457,Дисплей не работает во время езды,Display,technical_support
15458,Arxa tormoz tutub buraxmir,Brakes,technical_support
15459,sizin uzunuzden ise gecikirem. qifilini bagladihim veosiped deyir baglanmayib. cox pis. olmaz bele musteri menuniyyeti. bir de istifade etmeyec,,customer_support
15460,bir az tekeri boşdu,,technical_support
15461,kilid qırıqdır,Other,technical_support
15462,decent,,other
15463,sükanı tam nasazdır. təmirə ehtiyacı var,,technical_support
15464,siqnalı işləmir,,technical_support
15465,bütün velosipedlər belə yaxşı vəziyyətdə olsun,,other
15466,очень дорого за 4 минуты 1.30,,other
15467,скорость не работает,,technical_support
15468,Basket broken from earlier,Lose/worn parts,technical_support
15469,Arxa təkər sürtür getmir,Other,technical_support
15470,"beyenmedik, balaca teker velosipedlerden alin",,other
15471,great bikes! 😀👍,,other
15472,tormoz zeif z.o baxis,Brakes,technical_support
15473,"zaryatka yığmır telefon + velosiped tökülür, sürəti gec yığır",,technical_support
15474,sükan əyridir qüsurludur,,technical_support
15475,zor idi,,other
15476,Bağlamaq olmur 3 deq baglamaga çalisiram,Other,customer_support
15477,zeng islemir. suretler qutusu duzgun kecmir,,technical_support
15478,pedallar islemir,,technical_support
15479,"Зарядка села, тащил пару сотен метров руками",,customer_support
15480,"heyf vaxtıma yerimdə saydım elə, xeyli yubatdı məni. işləmir",,technical_support
15481,Qabaq çantası və parking demiri boşdu süren zaman takkıldıyır,,technical_support
15482,Yol gedirem bir mutdet getdi sonram ishiq yanir amma getmir surret qalxmir,Motor,customer_support
15483,когда закончил поездку и блокировал фоткал он говорил что заблокируйте,,customer_support
15484,сломанная сиденька,,technical_support
15485,disklerde silkələnmə var,,technical_support
15486,hereket cox cetin idi,,technical_support
15487,тормоза йох,,technical_support
15488,işıq işləmir,,technical_support
15489,riding felt clunky and heavy,,technical_support
15490,"vehicle blocked half the ride, i want my money back.",,customer_support
15491,I locked and Submit Photo but i cant submit,Other,customer_support
15492,renk yu,,other
15493,broken pedals. poor experience,,technical_support
15494,Zeng siqnalı dağılıb adi sürərkən səs edir,,technical_support
15495,"pedalı fırlayanda ləng hərkət edir, sürəti zəif yığır",,technical_support
15496,Tozmuzu ilişib,,technical_support
15497,"sag elde tormoz Biraz awaqi duwub, narahatdir",,technical_support
15498,Sol pedal yoxdur anbara getmelidi,Pedals,technical_support
15499,Velosipedi açıram ama sesi çıxmır və aktiv olmur,Front wheel,technical_support
15500,Söndür,Battery,customer_support
15501,руль тянет налево,,technical_support
15502,Крепление сиденья сломано,,technical_support
15503,velosiped satrta düşmür işləmir,Other,technical_support
15504,Niye baglanmir bu? Bu nedi bele? Eyni yerden acib hoturmushem eyni yere de qaytariram niye elave pul cixmalidi??,Other,customer_support
15505,bərbad gündədir velosiped. ümumiyyətlə 28də çox velosiped o gündədi. dayanacaqda necə aşmış vəziyyətde olurlar o da çatmır,,technical_support
15506,parklanma yerinde dayandirmaq olmur telefon velosipedden uzaqdir xetasi cixir,,customer_support
15507,Salam 2çərx keçilmey,Other,technical_support
15508,"Siqnal işləmir, sürət ötürücüsü də problem var. Skuter sürətlənərkən səs gəlir",,technical_support
15509,amartizator it günündə ve bahadı saatı,,other
15510,Ekranda açargösderir,Motor,technical_support
15511,oturacaq yuxarıda dayanmır,,technical_support
15512,велосипед в ужасном состоянии кнопка разблокировки сломана цепь вышел с строя  сидение поломана коротко это не велосипед там стоит а кусок железа,,technical_support
